x,y
[148.16905648  86.66406714],[146.96618067  61.48508137],[119.75124884  44.59558951],[99.4318509  31.66406714],[94.56230077 10.81512919],[ 10.94133541 125.0715695 ],[ 24.69026508 143.04562438],[ 98.16905648 249.47684305],[ 72.94733072 168.63082255],[ 86.1358119  155.44234137],[102.02992711 143.16406714],[125.38940457 130.78466562],[154.84464269 113.23223832]
[163.18403843  98.09527248],[146.98116261  72.91628672],[141.37916106  48.16033156],[107.24106148  38.59527248],[96.1093716  20.96075932],[  8.52524287 122.71546631],[ 18.2068643  136.62266993],[ 66.68403843 206.34844796],[110.24399402 224.4926056 ],[ 78.49034941 160.44567062],[ 94.25068042 150.09527248],[115.06776768 138.45364939],[137.13308508 121.53777647]
[154.51362531 110.85801057],[148.29555725  85.50537663],[145.46751843  59.55498908],[119.69500401  44.35801057],[99.50313626 31.15234697],[  0.5743943  111.55260329],[  0.75485483 112.22609115],[  1.9155491  112.35801057],[  1.44944754 113.42916101],[  1.94247487 113.92218835],[  2.51362531 114.32211219],[  5.90281073 118.7364726 ],[  8.61786703 122.13432202],[ 19.51362531 136.83877269],[ 72.69158075 168.06610784],[ 84.18796246 156.85801057],[ 99.42258001 145.40204505],[123.67536343 131.86944007]
[  5.85279917 123.3285512 ],[  5.80768404 123.16017923],[  5.73401682 123.00219937],[  5.63403586 122.85941176],[  5.51077903 122.73615493],[  5.36799142 122.63617397],[  5.21001156 122.56250675],[  4.52597128 122.56250675],[  4.36799142 122.63617397],[  4.22520381 122.73615493],[  4.10194698 122.85941176],[  4.00196601 123.00219937],[  3.9282988  123.16017923],[  3.88318367 123.3285512 ],[  3.86799142 123.50219937],[  3.88318367 123.67584755],[  3.9282988  123.84421952],[  4.00196601 124.00219937],[  4.10194698 124.14498698],[  4.22520381 124.26824382],[  4.36799142 124.36822478],[  5.0416396  124.48700713],[  5.21001156 124.44189199],[  5.36799142 124.36822478],[  5.51077903 124.26824382],[  5.63403586 124.14498698],[  5.73401682 124.00219937],[  5.80768404 123.84421952],[  5.85279917 123.67584755]
[  6.06896166 136.66521773],[  6.05376941 136.49156956],[  6.00865428 136.32319759],[  5.93498706 136.16521773],[  5.8350061  136.02243012],[  5.71174927 135.89917329],[  5.56896166 135.79919233],[  5.4109818  135.72552511],[  4.72694152 135.72552511],[  4.56896166 135.79919233],[  4.42617405 135.89917329],[  4.30291722 136.02243012],[  4.20293626 136.16521773],[  4.12926904 136.32319759],[  4.08415391 136.49156956],[  4.06896166 136.66521773],[  4.08415391 136.83886591],[  4.12926904 137.00723788],[  4.20293626 137.16521773],[  4.30291722 137.30800534],[  4.42617405 137.43126218],[  4.56896166 137.53124314],[  5.24260984 137.65002549],[  5.4109818  137.60491035],[  5.56896166 137.53124314],[  5.71174927 137.43126218],[  5.8350061  137.30800534],[  5.93498706 137.16521773],[  6.00865428 137.00723788],[  6.05376941 136.83886591]
[  6.52534766 150.10641831],[  6.51015541 149.93277013],[  6.46504028 149.76439816],[  6.39137306 149.60641831],[  6.2913921 149.4636307],[  6.16813527 149.34037386],[  6.02534766 149.2403929 ],[  5.8673678  149.16672569],[  5.35169948 149.12161055],[  5.18332751 149.16672569],[  5.02534766 149.2403929 ],[  4.88256005 149.34037386],[  4.75930321 149.4636307 ],[  4.65932225 149.60641831],[  4.58565503 149.76439816],[  4.5405399  149.93277013],[  4.52534766 150.10641831],[  4.5405399  150.28006648],[  4.58565503 150.44843845],[  4.65932225 150.60641831],[  4.75930321 150.74920592],[  4.88256005 150.87246275],[  5.02534766 150.97244371],[  5.69899583 151.09122606],[  5.8673678  151.04611093],[  6.02534766 150.97244371],[  6.16813527 150.87246275],[  6.2913921  150.74920592],[  6.39137306 150.60641831],[  6.46504028 150.44843845],[  6.51015541 150.28006648]
[  8.56951138 162.80901421],[  8.52393464 162.28806967],[  9.32828186 161.44093363],[ 10.7656638  159.80901421],[ 10.16577803 158.95228855],[ 10.06902464 157.4467031 ],[  9.56951138 155.88081098],[  8.98971281 153.412088  ],[  3.8330296  152.96093668],[  2.83335023 155.29147324],[  1.56951138 155.88081098],[  0.56951138 171.46926824],[  3.17537037 169.38686255],[  6.43775226 167.73305297],[  7.27961209 167.50747731],[  7.06951138 165.40709042],[  7.49787421 165.10714754],[  7.10160026 164.09458943],[  7.30156218 163.80901421],[  7.44889662 163.49305449],[  7.53912688 163.15631056]
[  6.56951138 173.79050793],[  6.55431913 173.61685975],[  6.509204   173.44848778],[  6.43553678 173.29050793],[  6.33555582 173.14772032],[  6.21229899 173.02446348],[  6.06951138 172.92448252],[  5.91153152 172.85081531],[  5.3958632  172.80570017],[  5.22749123 172.85081531],[  5.06951138 172.92448252],[  4.92672377 173.02446348],[  4.80346693 173.14772032],[  4.70348597 173.29050793],[  4.62981876 173.44848778],[  4.58470362 173.61685975],[  4.56951138 173.79050793],[  4.58470362 173.9641561 ],[  4.62981876 174.13252807],[  4.70348597 174.29050793],[  4.80346693 174.43329554],[  4.92672377 174.55655237],[  5.06951138 174.65653333],[  5.22749123 174.73020055],[  5.91153152 174.73020055],[  6.06951138 174.65653333],[  6.21229899 174.55655237],[  6.33555582 174.43329554],[  6.43553678 174.29050793],[  6.509204   174.13252807],[  6.55431913 173.9641561 ]
[  6.55431913 183.4840451 ],[  6.509204   183.31567313],[  6.43553678 183.15769328],[  6.33555582 183.01490567],[  6.21229899 182.89164883],[  6.06951138 182.79166787],[  5.91153152 182.71800065],[  5.3958632  182.67288552],[  5.22749123 182.71800065],[  5.06951138 182.79166787],[  4.92672377 182.89164883],[  4.80346693 183.01490567],[  4.70348597 183.15769328],[  4.62981876 183.31567313],[  4.58470362 183.4840451 ],[  4.56951138 183.65769328],[  4.58470362 183.83134145],[  4.62981876 183.99971342],[  4.70348597 184.15769328],[  4.80346693 184.30048089],[  4.92672377 184.42373772],[  5.06951138 184.52371868],[  5.22749123 184.5973859 ],[  5.74315955 184.64250103],[  5.91153152 184.5973859 ],[  6.06951138 184.52371868],[  6.21229899 184.42373772],[  6.33555582 184.30048089],[  6.43553678 184.15769328],[  6.509204   183.99971342],[  6.55431913 183.83134145]
[ 31.56951138 193.23205471],[ 81.39970836 179.86114503],[  6.509204   192.89003457],[  6.43553678 192.73205471],[  6.33555582 192.5892671 ],[  6.21229899 192.46601027],[  6.06951138 192.36602931],[  5.91153152 192.29236209],[  5.22749123 192.29236209],[  5.06951138 192.36602931],[  4.92672377 192.46601027],[  4.80346693 192.5892671 ],[  4.70348597 192.73205471],[  4.62981876 192.89003457],[  3.59989587 192.88475835],[  3.56951138 193.23205471],[  3.59989587 193.57935107],[  3.69012613 193.916095  ],[  8.17423404 208.004171  ],[ 10.69981353 207.32744402],[ 13.06951138 206.22243577],[ 15.21132552 204.72272136],[ 17.82622247 203.51665646],[ 21.15796864 202.23205471],[ 21.54428593 199.04639715],[ 26.25047419 196.87866644]
[ 21.73433541 199.63819079],[ 31.34911213 193.18201776],[ 78.72354528 160.41656163],[149.22772223  82.21527862],[ 23.33267683 181.73336167],[ 14.97741136 186.82810436],[ 10.76569337 189.26086494],[  7.88754132 191.58367635],[  0.97741136 193.7563076 ],[  7.19294861 209.3102159 ],[  8.02953222 208.05471736],[  9.47741136 208.47873946],[ 10.47692463 207.77887273],[ 12.10576691 207.55886251],[ 13.77164    206.91656163],[ 13.49495233 205.15272278],[ 15.82548889 204.15304341]
[  8.26175616 211.5692589 ],[  8.21664103 211.40088693],[  8.14297381 211.24290707],[  8.04299285 211.10011946],[  7.91973602 210.97686263],[  7.77694841 210.87688167],[  7.61896855 210.80321445],[  7.45059659 210.75809932],[  6.51090397 211.10011946],[  6.41092301 211.24290707],[  6.33725579 211.40088693],[  6.29214066 211.5692589 ],[  6.27694841 211.74290707],[  6.29214066 211.91655525],[  6.33725579 212.08492722],[  6.41092301 212.24290707],[  6.51090397 212.38569468],[  6.6341608  212.50895152],[  7.27694841 212.74290707],[  7.45059659 212.72771483],[  7.61896855 212.68259969],[  7.77694841 212.60893248],[  7.91973602 212.50895152],[  8.04299285 212.38569468],[  8.14297381 212.24290707],[  8.21664103 212.08492722],[  8.26175616 211.91655525]
[ 10.53819786 220.55755461],[ 10.49308273 220.38918265],[ 10.41941552 220.23120279],[ 10.31943455 220.08841518],[ 10.19617772 219.96515835],[ 10.05339011 219.86517739],[  9.89541026 219.79151017],[  9.72703829 219.74639504],[  9.55339011 219.73120279],[  9.37974193 219.74639504],[  9.05339011 219.86517739],[  8.9106025  219.96515835],[  8.78734567 220.08841518],[  8.68736471 220.23120279],[  8.61369749 220.38918265],[  8.56858236 220.55755461],[  8.55339011 220.73120279],[  8.56858236 220.90485097],[  8.61369749 221.07322294],[  8.68736471 221.23120279],[  8.78734567 221.3739904 ],[  8.9106025  221.49724723],[  9.37974193 221.71601054],[  9.55339011 221.73120279],[  9.72703829 221.71601054],[  9.89541026 221.67089541],[ 10.05339011 221.5972282 ],[ 10.19617772 221.49724723],[ 10.31943455 221.3739904 ],[ 10.41941552 221.23120279],[ 10.49308273 221.07322294],[ 10.53819786 220.90485097]
[ 15.93063835 228.58610945],[ 15.75017782 227.91262159],[ 14.58948355 227.78070216],[ 13.52349622 227.99512695],[ 13.27698256 227.74861328],[ 13.49140734 226.68262595],[ 13.01746777 226.4616243 ],[ 13.55424094 220.41743239],[ 11.99140734 222.28070216],[ 10.77587009 222.38704789],[  9.59726633 222.70285382],[  7.99140734 222.35249893],[  7.49189407 223.91839106],[  7.39514068 225.42397651],[  5.92922951 225.78070216],[  4.47386637 226.54454102],[  4.11294531 227.89151674],[  4.99140734 229.28070216],[  3.12813756 230.84353576],[  5.04548023 268.67301229],[ 11.99140734 266.28070216],[ 18.06909356 263.74897352],[ 23.62009221 261.23025127],[ 28.99140734 258.72556589],[ 22.27600909 241.53741325],[ 15.05558511 231.8518526 ],[ 15.45550895 231.28070216],[ 15.75017782 230.64878274],[ 15.93063835 229.97529488]
[ 26.10898018 235.11090437],[ 26.50729121 232.74842064],[ 23.81756658 231.6946825 ],[ 19.65359824 232.69516923],[ 18.1480128  232.59841584],[ 16.79128714 232.86455548],[ 16.00138786 232.4962194 ],[ 15.15952803 232.27064374],[ 14.29128714 227.1946825 ],[ 11.68656447 222.42256621],[  8.81896485 222.15960057],[  7.79128714 225.93635225],[  4.64947299 225.70401586],[  4.33270938 228.83844358],[  3.89898229 231.1946825 ],[  2.66260227 269.14423161],[  8.90819363 267.72372285],[ 14.29128714 263.1946825 ],[ 18.80613976 262.79968408],[ 23.18381087 261.62669064],[ 26.79128714 258.8453176 ],[ 31.00376499 257.11183802],[ 23.48382046 244.90813382],[ 22.08551577 241.6946825 ],[ 21.80882811 239.93084365],[ 21.18494141 238.41021975]
[ 22.07938752 243.82548557],[ 22.79350448 242.6416056 ],[ 22.35150118 241.69372646],[ 22.51765986 240.19421319],[ 21.65486203 239.33141535],[ 21.15534876 237.76552323],[ 21.94363077 231.53802977],[ 19.23912689 232.87603342],[ 17.15534876 232.69372646],[ 15.07157063 232.87603342],[  8.94686532 222.14110356],[  6.15534876 225.64116757],[  4.29959657 229.37283759],[  1.8344599  231.83797426],[  2.65534876 269.80846317],[  8.94686532 267.24634935],[ 13.50873703 265.37468927],[ 17.15534876 263.69372646],[ 20.10736778 261.43545826],[ 23.31171134 261.60819363],[ 26.15534876 260.28218372],[ 28.72552573 258.48252643],[ 32.47623762 257.54947865],[ 33.60983143 254.19372646],[ 25.61258235 247.77190775],[ 23.06419528 245.73561552]
[ 31.19357652 250.21738593],[ 26.93853959 249.73337488],[ 26.42286907 248.62751588],[ 25.72300234 247.62800261],[ 25.50299212 245.99916034],[ 24.36069124 245.19931265],[ 23.09685239 244.60997492],[ 22.09717302 242.27943835],[ 20.36069124 231.12751588],[ 16.88772769 232.43136082],[  9.7580668  222.99704464],[  4.86069124 225.28072836],[  3.00542578 231.44431592],[  6.86215144 268.21444919],[ 12.86069124 265.11789694],[ 16.25644952 263.40382733],[ 18.45056129 262.96040116],[ 20.36069124 261.12751588],[ 22.09717302 261.97559341],[ 23.78089267 261.52444209],[ 25.36069124 260.78776992],[ 26.14577973 259.02191587],[ 28.02113567 258.55539198],[ 30.75299609 258.12751588],[ 33.51638793 256.91579789],[ 33.16319203 254.38494219]
[ 26.23023914 259.61760563],[ 26.09489374 259.11248974],[ 26.73991749 258.13855017],[ 33.23439364 251.78231124],[ 31.6320548  250.17997241],[ 29.27581588 249.74624532],[ 27.03803745 249.80193134],[ 25.35959401 248.32085713],[ 23.27581588 245.13855017],[ 18.4136669  232.56393308],[  9.59501014 222.55084534],[  4.77581588 228.09561023],[ 20.45673802 261.1646106 ],[ 21.54376507 261.13855017],[ 21.74372699 261.42412539],[ 21.99024066 261.67063905],[ 22.77581588 261.00457557],[ 22.93379573 261.07824279],[ 23.1021677  261.12335792],[ 23.27581588 261.13855017],[ 23.44946406 261.12335792],[ 23.61783602 261.07824279],[ 23.77581588 261.00457557],[ 24.5613911  261.67063905],[ 24.04186032 260.78133778],[ 24.14184128 260.63855017],[ 24.2155085  260.48057031],[ 24.26062363 260.31219835]
[ 35.67462354 266.44225574],[ 35.26858735 264.92690805],[ 35.4716078  263.00508934],[ 33.70575375 262.22000085],[ 31.95365464 261.87673379],[ 30.31135376 261.94291151],[ 28.86347462 262.36693361],[ 27.85324283 262.09624282],[ 26.81135376 262.00508934],[ 25.94311287 263.08105057],[ 25.10125304 263.30662623],[ 24.31135376 263.67496232],[ 22.9546281  263.40882268],[ 22.98113155 264.79115129],[ 20.74917594 264.50508934],[ 18.35412017 264.92690805],[ 15.97846848 266.09495938],[  9.81135376 268.00508934],[ 23.31135376 274.06726716],[ 24.7592329  273.64324506],[ 25.7694647  273.91393585],[ 26.81135376 272.00508934],[ 27.67959465 272.9291281 ],[ 28.17943433 271.76385982],[ 28.81135376 271.46919095],[ 29.3825042  271.06926711],[ 30.64157598 271.21902738],[ 30.27545538 270.00508934],[ 32.44950949 270.0572102 ],[ 33.70500803 269.22062658]
[ 35.45637551 274.99097072],[ 33.3514146  274.83315118],[ 32.26438755 274.85921161],[ 32.06442563 274.57363639],[ 31.81791196 274.32712273],[ 31.03233674 274.99318621],[ 30.87435688 274.91951899],[ 30.70598492 274.87440386],[ 30.53233674 274.85921161],[ 30.35868856 274.87440386],[ 30.1903166  274.91951899],[ 30.03233674 274.99318621],[ 29.24676152 274.32712273],[ 29.00024785 274.57363639],[ 28.80028593 274.85921161],[ 27.71325888 274.83315118],[ 25.60829798 274.99097072],[ 22.53233674 275.85921161],[  7.03233674 316.56240559],[ 16.16749072 315.32630168],[ 23.41276146 316.23632948],[ 30.53233674 430.85921161],[ 42.34041282 342.82613882],[ 44.55516262 314.38660906],[ 53.03233674 314.83035478],[ 62.02892962 313.39538932],[ 74.19687    312.49810536],[ 93.75219122 312.35921161],[124.50159882 310.06122594],[220.60023307 309.3733099 ]
[209.15514264 252.78672648],[ 61.15556374 273.94588992],[ 53.03070384 273.02245393],[ 45.56879256 274.5234274 ],[ 43.20040929 273.56387617],[ 40.34417036 273.99617449],[ 38.60639194 273.1858351 ],[ 36.40700396 274.65918415],[ 34.84417036 274.52245393],[ 33.28133676 274.65918415],[ 31.42396893 274.12552772],[ 29.84417036 274.86219989],[ 27.13071905 274.32992061],[ 24.11954816 274.5234274 ],[  8.86340825 268.52245393],[7.55433922e-02 2.70867709e+02],[  7.20430314 316.46236499],[ 16.34417036 315.56539387],[ 22.87346534 316.41169566],[ 25.46716877 336.70207259],[ 34.84417036 430.52245393],[ 41.09550476 318.97553304],[ 46.13083509 314.53231042],[ 52.84417036 314.69936847],[ 60.55567475 314.16423166],[ 69.3161703  312.44789637],[ 84.20761838 312.02245393],[110.95927264 311.22608554]
[203.81558005 262.08787635],[ 69.66357443 273.58712202],[ 60.03588526 273.73185656],[ 54.13680032 273.46809983],[ 49.85268529 272.90058854],[ 45.50904787 274.17265485],[ 42.47835249 273.36058247],[ 39.35268529 273.08712202],[ 36.40066627 274.34539022],[ 33.19632271 274.17265485],[ 29.85268529 274.63263935],[ 25.21135788 274.23414427],[ 11.77508534 267.94676807],[  2.97961833 270.08712202],[ 10.24299645 315.51305119],[ 19.42626939 314.83449976],[ 23.85268529 317.93390954],[ 24.98783927 330.55421209],[ 25.98177561 366.917319  ],[ 39.35268529 430.08712202],[ 43.69388974 315.70731585],[ 47.56116873 313.63974492],[ 52.85268529 314.46980792],[ 58.63631358 314.06845531],[ 66.1642408  313.58468836],[ 75.72575225 312.08712202],[ 94.79454992 311.26631048],[135.86384509 308.10464343]
[207.25802023 269.77697108],[ 73.65566651 273.53385179],[ 64.99192435 273.32310195],[ 58.27993323 273.48783186],[ 53.0144771  273.23086781],[ 43.77993323 274.60256857],[ 39.43872878 273.98237475],[ 34.8874095  274.17056043],[ 29.77993323 274.35385726],[ 23.85351733 274.85519083],[  7.7758444  268.39155092],[ 15.2010949  315.10256857],[ 22.33068882 316.60062164],[ 22.56794211 323.88203519],[ 24.77993323 331.51153391],[ 25.99488577 347.46658485],[ 27.97794906 388.22007409],[ 46.55830407 314.35949262],[ 49.59427566 314.57734312],[ 52.77993323 314.19102584],[ 57.27847303 314.68950188],[ 61.39895542 313.38668359],[ 68.89466994 313.10256857],[ 81.36763806 312.2833743 ],[114.68609144 311.10523736]
[216.73016263 305.92345882],[214.17786514 276.75056497],[211.29698603 246.75397403],[ 93.92678478 267.99898985],[ 75.72724224 273.74959221],[ 67.23016263 273.88051888],[ 60.35884751 273.97390971],[ 54.28690432 274.40961072],[ 43.17342095 274.40961072],[ 37.4434979  274.91360233],[ 30.73016263 274.74654428],[ 22.37587064 274.51563665],[  5.83167382 269.92735268],[ 22.41876925 315.50002283],[ 22.74940052 320.92345882],[ 23.45069601 327.13544994],[ 41.01671132 315.11599214],[ 43.23016263 315.44973826],[ 45.65198134 314.38069241],[ 47.34097721 313.80192084],[ 48.73016263 313.92345882],[ 50.29299623 314.7867286 ],[ 51.80834392 314.38069241],[ 53.73016263 314.58371286],[ 55.80082634 314.3499477 ],[ 58.68874039 314.27969775],[ 61.72054369 313.42345882],[ 68.46370767 313.10588183],[ 83.19843399 312.00114504]
[ 60.7937491  313.17190558],[216.28702834 284.51995627],[204.14456842 258.44868265],[191.68174886 197.47013584],[ 87.86149241 272.5715501 ],[ 76.7937491  273.33473701],[ 68.15859512 273.70481551],[ 60.7396762  273.77959546],[ 53.7937491  273.17190558],[ 46.84782199 273.77959546],[ 39.42890308 273.70481551],[ 31.2937491  274.20076241],[ 22.29715622 275.63572787],[  2.46877141 270.10513573],[ 48.7937491  313.17190558],[ 48.86971033 314.04014647],[ 50.97467123 314.19796601],[ 52.06169829 314.17190558],[ 52.26166021 314.4574808 ],[ 52.50817388 314.70399447],[ 53.2937491  314.03793099],[ 53.45172895 314.1115982 ],[ 53.62010092 314.15671333],[ 53.7937491  314.17190558],[ 53.96739727 314.15671333],[ 54.13576924 314.1115982 ],[ 54.2937491  314.03793099],[ 55.07932432 314.70399447],[ 55.32583798 314.4574808 ],[ 55.5257999  314.17190558],[ 56.61282696 314.19796601],[ 58.71778786 314.04014647]
[ 59.77139872 320.04790289],[ 59.75620647 319.87425471],[ 59.71109134 319.70588274],[ 59.63742412 319.54790289],[ 59.53744316 319.40511528],[ 59.41418633 319.28185844],[ 59.27139872 319.18187748],[ 59.11341886 319.10821027],[ 58.9450469  319.06309513],[ 58.77139872 319.04790289],[ 58.59775054 319.06309513],[ 58.42937858 319.10821027],[ 58.27139872 319.18187748],[ 58.12861111 319.28185844],[ 58.00535428 319.40511528],[ 57.90537332 319.54790289],[ 57.8317061  319.70588274],[ 57.78659097 319.87425471],[ 57.77139872 320.04790289],[ 57.78659097 320.22155106],[ 57.8317061  320.38992303],[ 57.90537332 320.54790289],[ 58.00535428 320.6906905 ],[ 58.12861111 320.81394733],[ 58.27139872 320.91392829],[ 58.42937858 320.98759551],[ 58.59775054 321.03271064],[ 58.77139872 321.04790289],[ 58.9450469  321.03271064],[ 59.11341886 320.98759551],[ 59.27139872 320.91392829],[ 59.41418633 320.81394733],[ 59.53744316 320.6906905 ],[ 59.63742412 320.54790289],[ 59.71109134 320.38992303],[ 59.75620647 320.22155106]
[ 64.77537895 326.71560286],[ 64.7601867  326.54195468],[ 64.71507157 326.37358272],[ 64.64140435 326.21560286],[ 64.54142339 326.07281525],[ 64.41816655 325.94955842],[ 64.27537895 325.84957745],[ 64.11739909 325.77591024],[ 63.94902712 325.73079511],[ 63.77537895 325.71560286],[ 63.60173077 325.73079511],[ 63.4333588  325.77591024],[ 63.27537895 325.84957745],[ 63.13259134 325.94955842],[ 63.0093345  326.07281525],[ 62.90935354 326.21560286],[ 62.83568632 326.37358272],[ 62.79057119 326.54195468],[ 62.77537895 326.71560286],[ 62.79057119 326.88925104],[ 58.13722322 328.76772372],[ 58.57922652 329.71560286],[ 58.41306784 331.21511613],[ 59.27586568 332.07791396],[ 60.27537895 332.77778068],[ 61.72325809 332.35375858],[ 62.21254535 335.57887264],[ 63.77537895 335.71560286],[ 65.33821254 335.57887264],[ 66.85356024 335.17283645],[ 68.27537895 334.50983149],[ 68.27489221 332.07791396],[ 68.3716456  330.57232852],[ 68.10550596 329.21560286],[ 68.47384205 328.42570358],[ 64.7601867  326.88925104]
[ 69.91224041 333.59208144],[ 69.89704816 333.41843326],[ 69.85193303 333.25006129],[ 69.77826581 333.09208144],[ 69.67828485 332.94929383],[ 69.55502802 332.82603699],[ 69.41224041 332.72605603],[ 69.25426055 332.65238882],[ 69.08588858 332.60727368],[ 68.91224041 332.59208144],[ 68.73859223 332.60727368],[ 68.57022026 332.65238882],[ 68.41224041 332.72605603],[ 68.2694528  332.82603699],[ 68.14619596 332.94929383],[ 68.046215   333.09208144],[ 58.57562158 329.82985986],[ 61.03377838 332.20289602],[ 61.91224041 333.59208144],[ 61.03377838 334.98126686],[ 64.2137773  335.30218215],[ 68.046215   334.09208144],[ 68.14619596 334.23486905],[ 68.2694528  334.35812588],[ 68.41224041 334.45810684],[ 68.57022026 334.53177406],[ 68.73859223 334.57688919],[ 68.91224041 334.59208144],[ 69.08588858 334.57688919],[ 69.25426055 334.53177406],[ 69.41224041 334.45810684],[ 69.55502802 334.35812588],[ 69.67828485 334.23486905],[ 69.77826581 334.09208144],[ 69.85193303 333.93410158],[ 69.89704816 333.76572962]
[ 75.28937265 340.1795383 ],[ 75.27418041 340.00589013],[ 75.22906528 339.83751816],[ 75.15539806 339.6795383 ],[ 75.0554171 339.5367507],[ 74.93216026 339.41349386],[ 74.78937265 339.3135129 ],[ 74.6313928  339.23984568],[ 74.46302083 339.19473055],[ 74.28937265 339.1795383 ],[ 74.11572448 339.19473055],[ 73.94735251 339.23984568],[ 73.78937265 339.3135129 ],[ 73.64658504 339.41349386],[ 73.52332821 339.5367507 ],[ 73.42334725 339.6795383 ],[ 73.34968003 339.83751816],[ 73.3045649  340.00589013],[ 73.28937265 340.1795383 ],[ 73.3045649  340.35318648],[ 73.34968003 340.52155845],[ 73.42334725 340.6795383 ],[ 73.52332821 340.82232591],[ 73.64658504 340.94558275],[ 73.78937265 341.04556371],[ 73.94735251 341.11923093],[ 74.11572448 341.16434606],[ 74.28937265 341.1795383 ],[ 74.46302083 341.16434606],[ 74.6313928  341.11923093],[ 74.78937265 341.04556371],[ 74.93216026 340.94558275],[ 75.0554171  340.82232591],[ 75.15539806 340.6795383 ],[ 75.22906528 340.52155845],[ 75.27418041 340.35318648]
[ 80.82787342 346.70042497],[ 80.81268118 346.52677679],[ 80.76756604 346.35840482],[ 80.69389883 346.20042497],[ 80.59391787 346.05763736],[ 80.47066103 345.93438052],[ 80.32787342 345.83439956],[ 80.16989357 345.76073235],[ 80.0015216  345.71561721],[ 79.82787342 345.70042497],[ 79.65422525 345.71561721],[ 79.48585328 345.76073235],[ 79.32787342 345.83439956],[ 79.18508581 345.93438052],[ 79.06182898 346.05763736],[ 78.96184802 346.20042497],[ 78.8881808  346.35840482],[ 78.84306567 346.52677679],[ 78.82787342 346.70042497],[ 78.84306567 346.87407314],[ 78.8881808  347.04244511],[ 78.96184802 347.20042497],[ 79.06182898 347.34321258],[ 79.18508581 347.46646941],[ 79.32787342 347.56645037],[ 79.48585328 347.64011759],[ 79.65422525 347.68523272],[ 79.82787342 347.70042497],[ 80.0015216  347.68523272],[ 80.16989357 347.64011759],[ 80.32787342 347.56645037],[ 80.47066103 347.46646941],[ 80.59391787 347.34321258],[ 80.69389883 347.20042497],[ 80.76756604 347.04244511],[ 80.81268118 346.87407314]
